Number,SAS NAME,Utilization Flag,UB04 Code,PRCCS,ICD-10-PCS,ICD-10-PCS Label
1,U_BLOOD,Blood,,222,,
19,U_NUCMED,Nuclear Medicine,,,'CW2MFZZ',"Tomographic (Tomo) Nuclear Medicine Imaging of Upper Extremity using Iodine 123 (I-123) "
19,U_NUCMED,Nuclear Medicine,,,'CW2MGZZ',"Tomographic (Tomo) Nuclear Medicine Imaging of Upper Extremity using Iodine 131 (I-131) "
19,U_NUCMED,Nuclear Medicine,,,'CW2MKZZ',"Tomographic (Tomo) Nuclear Medicine Imaging of Upper Extremity using Fluorine 18 (F-18) "
19,U_NUCMED,Nuclear Medicine,,,'CW2MLZZ',"Tomographic (Tomo) Nuclear Medicine Imaging of Upper Extremity using Gallium 67 (Ga-67) "
19,U_NUCMED,Nuclear Medicine,,,'CW2MSZZ',"Tomographic (Tomo) Nuclear Medicine Imaging of Upper Extremity using Thallium 201 (Tl-201) "
19,U_NUCMED,Nuclear Medicine,,,'CW2MYZZ',"Tomographic (Tomo) Nuclear Medicine Imaging of Upper Extremity using Other Radionuclide "
19,U_NUCMED,Nuclear Medicine,,,'CW2YYZZ',"Tomographic (Tomo) Nuclear Medicine Imaging of Multiple Anatomical Regions using Other Radionuclide "
19,U_NUCMED,Nuclear Medicine,,,'CW3NYZZ',"Positron Emission Tomographic (PET) Imaging of Whole Body using Other Radionuclide "
19,U_NUCMED,Nuclear Medicine,,,'CW501ZZ',"Nonimaging Nuclear Medicine Probe of Abdomen using Technetium 99m (Tc-99m) "
19,U_NUCMED,Nuclear Medicine,,,'CW50DZZ',"Nonimaging Nuclear Medicine Probe of Abdomen using Indium 111 (In-111) "
19,U_NUCMED,Nuclear Medicine,,,'CW50YZZ',"Nonimaging Nuclear Medicine Probe of Abdomen using Other Radionuclide "
19,U_NUCMED,Nuclear Medicine,,,'CW511ZZ',"Nonimaging Nuclear Medicine Probe of Abdomen and Pelvis using Technetium 99m (Tc-99m) "
19,U_NUCMED,Nuclear Medicine,,,'CW51DZZ',"Nonimaging Nuclear Medicine Probe of Abdomen and Pelvis using Indium 111 (In-111) "
19,U_NUCMED,Nuclear Medicine,,,'CW51YZZ',"Nonimaging Nuclear Medicine Probe of Abdomen and Pelvis using Other Radionuclide "
19,U_NUCMED,Nuclear Medicine,,,'CW531ZZ',"Nonimaging Nuclear Medicine Probe of Chest using Technetium 99m (Tc-99m) "
19,U_NUCMED,Nuclear Medicine,,,'CW53DZZ',"Nonimaging Nuclear Medicine Probe of Chest using Indium 111 (In-111) "
19,U_NUCMED,Nuclear Medicine,,,'CW53YZZ',"Nonimaging Nuclear Medicine Probe of Chest using Other Radionuclide "
19,U_NUCMED,Nuclear Medicine,,,'CW541ZZ',"Nonimaging Nuclear Medicine Probe of Chest and Abdomen using Technetium 99m (Tc-99m) "
19,U_NUCMED,Nuclear Medicine,,,'CW54DZZ',"Nonimaging Nuclear Medicine Probe of Chest and Abdomen using Indium 111 (In-111) "
19,U_NUCMED,Nuclear Medicine,,,'CW54YZZ',"Nonimaging Nuclear Medicine Probe of Chest and Abdomen using Other Radionuclide "
19,U_NUCMED,Nuclear Medicine,,,'CW561ZZ',"Nonimaging Nuclear Medicine Probe of Chest and Neck using Technetium 99m (Tc-99m) "
19,U_NUCMED,Nuclear Medicine,,,'CW56DZZ',"Nonimaging Nuclear Medicine Probe of Chest and Neck using Indium 111 (In-111) "
19,U_NUCMED,Nuclear Medicine,,,'CW56YZZ',"Nonimaging Nuclear Medicine Probe of Chest and Neck using Other Radionuclide "
19,U_NUCMED,Nuclear Medicine,,,'CW5B1ZZ',"Nonimaging Nuclear Medicine Probe of Head and Neck using Technetium 99m (Tc-99m) "
19,U_NUCMED,Nuclear Medicine,,,'CW5BDZZ',"Nonimaging Nuclear Medicine Probe of Head and Neck using Indium 111 (In-111) "
19,U_NUCMED,Nuclear Medicine,,,'CW5BYZZ',"Nonimaging Nuclear Medicine Probe of Head and Neck using Other Radionuclide "
19,U_NUCMED,Nuclear Medicine,,,'CW5D1ZZ',"Nonimaging Nuclear Medicine Probe of Lower Extremity using Technetium 99m (Tc-99m) "
19,U_NUCMED,Nuclear Medicine,,,'CW5DDZZ',"Nonimaging Nuclear Medicine Probe of Lower Extremity using Indium 111 (In-111) "
19,U_NUCMED,Nuclear Medicine,,,'CW5DYZZ',"Nonimaging Nuclear Medicine Probe of Lower Extremity using Other Radionuclide "
19,U_NUCMED,Nuclear Medicine,,,'CW5J1ZZ',"Nonimaging Nuclear Medicine Probe of Pelvic Region using Technetium 99m (Tc-99m) "
19,U_NUCMED,Nuclear Medicine,,,'CW5JDZZ',"Nonimaging Nuclear Medicine Probe of Pelvic Region using Indium 111 (In-111) "
19,U_NUCMED,Nuclear Medicine,,,'CW5JYZZ',"Nonimaging Nuclear Medicine Probe of Pelvic Region using Other Radionuclide "
19,U_NUCMED,Nuclear Medicine,,,'CW5M1ZZ',"Nonimaging Nuclear Medicine Probe of Upper Extremity using Technetium 99m (Tc-99m) "
19,U_NUCMED,Nuclear Medicine,,,'CW5MDZZ',"Nonimaging Nuclear Medicine Probe of Upper Extremity using Indium 111 (In-111) "
19,U_NUCMED,Nuclear Medicine,,,'CW5MYZZ',"Nonimaging Nuclear Medicine Probe of Upper Extremity using Other Radionuclide "
20,U_OBSERVATION,Observation Room,'0762',,,,
21,U_OCCTHERAPY,Occupational Therapy,'0430',,,,
21,U_OCCTHERAPY,Occupational Therapy,'0431',,,,
21,U_OCCTHERAPY,Occupational Therapy,'0432',,,,
21,U_OCCTHERAPY,Occupational Therapy,'0433',,,,
21,U_OCCTHERAPY,Occupational Therapy,'0434',,,,
21,U_OCCTHERAPY,Occupational Therapy,'0439',,,,
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z0EZ',"Bathing/Showering Techniques Treatment using Orthosis "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z0FZ',"Bathing/Showering Techniques Treatment using Assistive, Adaptive, Supportive or Protective Equipment "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z0UZ',"Bathing/Showering Techniques Treatment using Prosthesis "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z0YZ',"Bathing/Showering Techniques Treatment using Other Equipment "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z0ZZ',"Bathing/Showering Techniques Treatment "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z1EZ',"Dressing Techniques Treatment using Orthosis "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z1FZ',"Dressing Techniques Treatment using Assistive, Adaptive, Supportive or Protective Equipment "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z1UZ',"Dressing Techniques Treatment using Prosthesis "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z1YZ',"Dressing Techniques Treatment using Other Equipment "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z1ZZ',"Dressing Techniques Treatment "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z2EZ',"Grooming/Personal Hygiene Treatment using Orthosis "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z2FZ',"Grooming/Personal Hygiene Treatment using Assistive, Adaptive, Supportive or Protective Equipment "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z2UZ',"Grooming/Personal Hygiene Treatment using Prosthesis "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z2YZ',"Grooming/Personal Hygiene Treatment using Other Equipment "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z2ZZ',"Grooming/Personal Hygiene Treatment "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z3CZ',"Feeding/Eating Treatment using Mechanical Equipment "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z3DZ',"Feeding/Eating Treatment using Electrotherapeutic Equipment "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z3EZ',"Feeding/Eating Treatment using Orthosis "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z3FZ',"Feeding/Eating Treatment using Assistive, Adaptive, Supportive or Protective Equipment "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z3UZ',"Feeding/Eating Treatment using Prosthesis "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z3YZ',"Feeding/Eating Treatment using Other Equipment "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z3ZZ',"Feeding/Eating Treatment "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z4DZ',"Home Management Treatment using Electrotherapeutic Equipment "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z4EZ',"Home Management Treatment using Orthosis "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z4FZ',"Home Management Treatment using Assistive, Adaptive, Supportive or Protective Equipment "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z4UZ',"Home Management Treatment using Prosthesis "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z4YZ',"Home Management Treatment using Other Equipment "
21,U_OCCTHERAPY,Occupational Therapy,,,'F08Z4ZZ',"Home Management Treatment "
22,U_ORGANACQ,Organ Acquistion,'0810',,,,
22,U_ORGANACQ,Organ Acquistion,'0811',,,,
22,U_ORGANACQ,Organ Acquistion,'0812',,,,
22,U_ORGANACQ,Organ Acquistion,'0813',,,,
22,U_ORGANACQ,Organ Acquistion,'0814',,,,
22,U_ORGANACQ,Organ Acquistion,'0815',,,,
22,U_ORGANACQ,Organ Acquistion,'0819',,,,
23,U_OTHIMPLANTS,Other Implants,'0278',,,,
24,U_PACEMAKER,Pacemaker,,48,,
24,U_PACEMAKER,Pacemaker,'0275',,,,
25,U_PHYTHERAPY,Physical Therapy,,212,,
25,U_PHYTHERAPY,Physical Therapy,,213,,
25,U_PHYTHERAPY,Physical Therapy,'0420',,,,
25,U_PHYTHERAPY,Physical Therapy,'0421',,,,
25,U_PHYTHERAPY,Physical Therapy,'0422',,,,
25,U_PHYTHERAPY,Physical Therapy,'0423',,,,
25,U_PHYTHERAPY,Physical Therapy,'0424',,,,
25,U_PHYTHERAPY,Physical Therapy,'0429',,,,
26,U_RADTHERAPY,Radiology - Therapeutic and/or Chemotherapy Administration,,211,,
26,U_RADTHERAPY,Radiology - Therapeutic and/or Chemotherapy Administration,,224,,
26,U_RADTHERAPY,Radiology - Therapeutic and/or Chemotherapy Administration,'0330',,,,
26,U_RADTHERAPY,Radiology - Therapeutic and/or Chemotherapy Administration,'0331',,,,
26,U_RADTHERAPY,Radiology - Therapeutic and/or Chemotherapy Administration,'0332',,,,
26,U_RADTHERAPY,Radiology - Therapeutic and/or Chemotherapy Administration,'0333',,,,
26,U_RADTHERAPY,Radiology - Therapeutic and/or Chemotherapy Administration,'0335',,,,
26,U_RADTHERAPY,Radiology - Therapeutic and/or Chemotherapy Administration,'0339',,,,
27,U_RESPTHERAPY,Respiratory Services,'0410',,,,
27,U_RESPTHERAPY,Respiratory Services,'0412',,,,
27,U_RESPTHERAPY,Respiratory Services,'0413',,,,
27,U_RESPTHERAPY,Respiratory Services,'0419',,,,
27,U_RESPTHERAPY,Respiratory Therapy,,,'3E0F73Z',"Introduction of Anti-inflammatory into Respiratory Tract, Via Natural or Artificial Opening "
27,U_RESPTHERAPY,Respiratory Therapy,,,'3E0F76Z',"Introduction of Nutritional Substance into Respiratory Tract, Via Natural or Artificial Opening "
27,U_RESPTHERAPY,Respiratory Therapy,,,'3E0F77Z',"Introduction of Electrolytic and Water Balance Substance into Respiratory Tract, Via Natural or Arti "
27,U_RESPTHERAPY,Respiratory Therapy,,,'3E0F7BZ',"Introduction of Anesthetic Agent into Respiratory Tract, Via Natural or Artificial Opening "
27,U_RESPTHERAPY,Respiratory Therapy,,,'3E0F7GC',"Introduction of Other Therapeutic Substance into Respiratory Tract, Via Natural or Artificial Openin "
27,U_RESPTHERAPY,Respiratory Therapy,,,'5A05121',"Extracorporeal Hyperbaric Oxygenation, Intermittent "
27,U_RESPTHERAPY,Respiratory Therapy,,,'5A05221',"Extracorporeal Hyperbaric Oxygenation, Continuous "
27,U_RESPTHERAPY,Respiratory Therapy,,,'5A09357',"Assistance with Respiratory Ventilation, Less than 24 Consecutive Hours, Continuous Positive Airway "
27,U_RESPTHERAPY,Respiratory Therapy,,,'5A09358',"Assistance with Respiratory Ventilation, Less than 24 Consecutive Hours, Intermittent Positive Airwa "
27,U_RESPTHERAPY,Respiratory Therapy,,,'5A09359',"Assistance with Respiratory Ventilation, Less than 24 Consecutive Hours, Continuous Negative Airway "
27,U_RESPTHERAPY,Respiratory Therapy,,,'5A0935B',"Assistance with Respiratory Ventilation, Less than 24 Consecutive Hours, Intermittent Negative Airwa "
27,U_RESPTHERAPY,Respiratory Therapy,,,'5A0935Z',"Assistance with Respiratory Ventilation, Less than 24 Consecutive Hours "
27,U_RESPTHERAPY,Respiratory Therapy,,,'5A09457',"Assistance with Respiratory Ventilation, 24-96 Consecutive Hours, Continuous Positive Airway Pressur "
27,U_RESPTHERAPY,Respiratory Therapy,,,'5A09458',"Assistance with Respiratory Ventilation, 24-96 Consecutive Hours, Intermittent Positive Airway Press "
27,U_RESPTHERAPY,Respiratory Therapy,,,'5A09459',"Assistance with Respiratory Ventilation, 24-96 Consecutive Hours, Continuous Negative Airway Pressur "
27,U_RESPTHERAPY,Respiratory Therapy,,,'5A0945B',"Assistance with Respiratory Ventilation, 24-96 Consecutive Hours, Intermittent Negative Airway Press "
27,U_RESPTHERAPY,Respiratory Therapy,,,'5A0945Z',"Assistance with Respiratory Ventilation, 24-96 Consecutive Hours "
27,U_RESPTHERAPY,Respiratory Therapy,,,'5A09557',"Assistance with Respiratory Ventilation, Greater than 96 Consecutive Hours, Continuous Positive Airw "
27,U_RESPTHERAPY,Respiratory Therapy,,,'5A09558',"Assistance with Respiratory Ventilation, Greater than 96 Consecutive Hours, Intermittent Positive Ai "
27,U_RESPTHERAPY,Respiratory Therapy,,,'5A09559',"Assistance with Respiratory Ventilation, Greater than 96 Consecutive Hours, Continuous Negative Airw "
27,U_RESPTHERAPY,Respiratory Therapy,,,'5A0955B',"Assistance with Respiratory Ventilation, Greater than 96 Consecutive Hours, Intermittent Negative Ai "
27,U_RESPTHERAPY,Respiratory Therapy,,,'5A0955Z',"Assistance with Respiratory Ventilation, Greater than 96 Consecutive Hours "
27,U_RESPTHERAPY,Respiratory Therapy,,,'5A19054',"Respiratory Ventilation, Single, Nonmechanical "
27,U_RESPTHERAPY,Respiratory Therapy,,,'5A1935Z',"Respiratory Ventilation, Less than 24 Consecutive Hours "
27,U_RESPTHERAPY,Respiratory Therapy,,,'5A1945Z',"Respiratory Ventilation, 24-96 Consecutive Hours "
27,U_RESPTHERAPY,Respiratory Therapy,,,'5A1955Z',"Respiratory Ventilation, Greater than 96 Consecutive Hours "
27,U_RESPTHERAPY,Respiratory Therapy,,,'6A0Z0ZZ',"Atmospheric Control, Single "
27,U_RESPTHERAPY,Respiratory Therapy,,,'6A0Z1ZZ',"Atmospheric Control, Multiple "
27,U_RESPTHERAPY,Respiratory Therapy,,,'6A150ZZ',"Decompression, Circulatory, Single "
27,U_RESPTHERAPY,Respiratory Therapy,,,'6A151ZZ',"Decompression, Circulatory, Multiple "
28,U_SPEECHTHERAPY,Speech - Language Pathology,'0440',,,,
28,U_SPEECHTHERAPY,Speech - Language Pathology,'0441',,,,
28,U_SPEECHTHERAPY,Speech - Language Pathology,'0442',,,,
28,U_SPEECHTHERAPY,Speech - Language Pathology,'0443',,,,
28,U_SPEECHTHERAPY,Speech - Language Pathology,'0444',,,,
28,U_SPEECHTHERAPY,Speech - Language Pathology,'0449',,,,
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F003GKZ',"Communicative/Cognitive Integration Skills Assessment of Neurological System - Whole Body using Audi "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F003GMZ',"Communicative/Cognitive Integration Skills Assessment of Neurological System - Whole Body using Augm "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F003GPZ',"Communicative/Cognitive Integration Skills Assessment of Neurological System - Whole Body using Comp "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F003GYZ',"Communicative/Cognitive Integration Skills Assessment of Neurological System - Whole Body using Othe "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F003GZZ',"Communicative/Cognitive Integration Skills Assessment of Neurological System - Whole Body "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z01Z',"Filtered Speech Assessment using Audiometer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z02Z',"Filtered Speech Assessment using Sound Field / Booth "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z0KZ',"Filtered Speech Assessment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z0ZZ',"Filtered Speech Assessment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z11Z',"Speech Threshold Assessment using Audiometer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z12Z',"Speech Threshold Assessment using Sound Field / Booth "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z19Z',"Speech Threshold Assessment using Cochlear Implant Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z1KZ',"Speech Threshold Assessment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z1ZZ',"Speech Threshold Assessment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z21Z',"Speech/Word Recognition Assessment using Audiometer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z22Z',"Speech/Word Recognition Assessment using Sound Field / Booth "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z29Z',"Speech/Word Recognition Assessment using Cochlear Implant Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z2KZ',"Speech/Word Recognition Assessment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z2ZZ',"Speech/Word Recognition Assessment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z31Z',"Staggered Spondaic Word Assessment using Audiometer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z32Z',"Staggered Spondaic Word Assessment using Sound Field / Booth "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z3KZ',"Staggered Spondaic Word Assessment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z3ZZ',"Staggered Spondaic Word Assessment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z41Z',"Sensorineural Acuity Level Assessment using Audiometer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z42Z',"Sensorineural Acuity Level Assessment using Sound Field / Booth "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z4ZZ',"Sensorineural Acuity Level Assessment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z51Z',"Synthetic Sentence Identification Assessment using Audiometer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z52Z',"Synthetic Sentence Identification Assessment using Sound Field / Booth "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z59Z',"Synthetic Sentence Identification Assessment using Cochlear Implant Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z5KZ',"Synthetic Sentence Identification Assessment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z6KZ',"Speech and/or Language Screening Assessment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z6MZ',"Speech and/or Language Screening Assessment using Augmentative / Alternative Communication Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z6PZ',"Speech and/or Language Screening Assessment using Computer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z6YZ',"Speech and/or Language Screening Assessment using Other Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z6ZZ',"Speech and/or Language Screening Assessment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z7KZ',"Nonspoken Language Assessment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z7MZ',"Nonspoken Language Assessment using Augmentative / Alternative Communication Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z7PZ',"Nonspoken Language Assessment using Computer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z7YZ',"Nonspoken Language Assessment using Other Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z7ZZ',"Nonspoken Language Assessment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z8KZ',"Receptive/Expressive Language Assessment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z8MZ',"Receptive/Expressive Language Assessment using Augmentative / Alternative Communication Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z8PZ',"Receptive/Expressive Language Assessment using Computer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z8YZ',"Receptive/Expressive Language Assessment using Other Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z8ZZ',"Receptive/Expressive Language Assessment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z9KZ',"Articulation/Phonology Assessment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z9PZ',"Articulation/Phonology Assessment using Computer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z9QZ',"Articulation/Phonology Assessment using Speech Analysis Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z9YZ',"Articulation/Phonology Assessment using Other Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00Z9ZZ',"Articulation/Phonology Assessment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZBKZ',"Motor Speech Assessment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZBNZ',"Motor Speech Assessment using Biosensory Feedback Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZBPZ',"Motor Speech Assessment using Computer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZBQZ',"Motor Speech Assessment using Speech Analysis Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZBTZ',"Motor Speech Assessment using Aerodynamic Function Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZBYZ',"Motor Speech Assessment using Other Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZBZZ',"Motor Speech Assessment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZCKZ',"Aphasia Assessment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZCMZ',"Aphasia Assessment using Augmentative / Alternative Communication Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZCPZ',"Aphasia Assessment using Computer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZCYZ',"Aphasia Assessment using Other Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZCZZ',"Aphasia Assessment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZDKZ',"Fluency Assessment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZDNZ',"Fluency Assessment using Biosensory Feedback Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZDPZ',"Fluency Assessment using Computer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZDQZ',"Fluency Assessment using Speech Analysis Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZDSZ',"Fluency Assessment using Voice Analysis Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZDTZ',"Fluency Assessment using Aerodynamic Function Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZDYZ',"Fluency Assessment using Other Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZDZZ',"Fluency Assessment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZFKZ',"Voice Assessment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZFNZ',"Voice Assessment using Biosensory Feedback Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZFPZ',"Voice Assessment using Computer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZFSZ',"Voice Assessment using Voice Analysis Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZFTZ',"Voice Assessment using Aerodynamic Function Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZFYZ',"Voice Assessment using Other Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZFZZ',"Voice Assessment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZGKZ',"Communicative/Cognitive Integration Skills Assessment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZGMZ',"Communicative/Cognitive Integration Skills Assessment using Augmentative / Alternative Communication "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZGPZ',"Communicative/Cognitive Integration Skills Assessment using Computer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZGYZ',"Communicative/Cognitive Integration Skills Assessment using Other Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZGZZ',"Communicative/Cognitive Integration Skills Assessment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZLKZ',"Augmentative/Alternative Communication System Assessment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZLMZ',"Augmentative/Alternative Communication System Assessment using Augmentative / Alternative Communicat "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZLPZ',"Augmentative/Alternative Communication System Assessment using Computer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZLYZ',"Augmentative/Alternative Communication System Assessment using Other Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZLZZ',"Augmentative/Alternative Communication System Assessment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZQ1Z',"Performance Intensity Phonetically Balanced Speech Discrimination Assessment using Audiometer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZQ2Z',"Performance Intensity Phonetically Balanced Speech Discrimination Assessment using Sound Field / Boo "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZQKZ',"Performance Intensity Phonetically Balanced Speech Discrimination Assessment using Audiovisual Equip "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZQZZ',"Performance Intensity Phonetically Balanced Speech Discrimination Assessment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZR1Z',"Brief Tone Stimuli Assessment using Audiometer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZR2Z',"Brief Tone Stimuli Assessment using Sound Field / Booth "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZRKZ',"Brief Tone Stimuli Assessment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZRZZ',"Brief Tone Stimuli Assessment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZS1Z',"Distorted Speech Assessment using Audiometer "
